company_id,scenario,candidate_id,first_name,last_name,full_name,gender,city_name,high_school_name,college_name,age,years_experience,education_level,high_school_gpa,college_gpa,interview_score,test_score,referral_flag,family_link_flag,close_family_relation_flag,same_high_school_flag,same_city_flag,same_college_flag,same_last_name_flag,connection_strength,merit_score,discretionary_channel,hired_flag,has_college,hs_gpa_zscore,college_gpa_zscore,combined_academic_score,experience_age_ratio,is_high_connection,is_family_or_referral
MER-01,Merit-based,CMER0100001,Noa,Haddad,Noa Haddad,Female,Jerusalem,Leyada High School,Hebrew University of Jerusalem,39,13,Bachelor,82.7,76.5,67.6,75.5,0,0,0,0,0,0,0,0.11,74.8,none,0,1,-0.15162545428386348,-0.886161793020862,-0.6658008913997624,0.325,1,0
MER-01,Merit-based,CMER0100002,Noam,Katz,Noam Katz,Male,Haifa,Ironi Hey Haifa,University of Haifa,33,9,Bachelor,100.0,89.1,73.1,82.1,0,0,0,0,1,0,0,0.15,78.4,internal_source,0,1,2.0330178415873212,0.8488838461821743,1.2041240448037183,0.2647058823529412,1,0
MER-01,Merit-based,CMER0100003,Neta,Friedman,Neta Friedman,Female,Rehovot,Amit Rehovot,Bar-Ilan University,30,5,Master,94.4,81.8,74.2,94.7,0,0,0,0,0,0,0,0.08,78.5,none,0,1,1.3258500695134126,-0.1563410082767277,0.28831631506031435,0.16129032258064516,1,0
MER-01,Merit-based,CMER0100004,Shira,Halabi,Shira Halabi,Female,Jerusalem,Boyer High School,Bar-Ilan University,30,5,Master,79.4,76.7,60.0,53.6,1,0,0,0,0,0,0,0.16,58.3,referral,0,1,-0.5683493199702742,-0.8586213860493848,-0.7715397662256516,0.16129032258064516,1,1
MER-01,Merit-based,CMER0100005,Maya,Biton,Maya Biton,Female,Haifa,The Hebrew Reali School,University of Haifa,21,0,Bachelor,84.4,85.1,51.3,57.9,0,0,0,0,1,0,0,0.23,54.6,internal_source,0,1,0.06305047652428804,0.2980757067526387,0.2275681376841335,0.0,1,0
MER-01,Merit-based,CMER0100006,Ori,Nasser,Ori Nasser,Male,Haifa,Ironi Hey Haifa,Technion,38,13,Bachelor,83.9,80.7,96.6,67.3,0,0,0,0,1,0,0,0.24,82.4,internal_source,0,1,-8.950312516817833e-05,-0.3078132466198492,-0.21549612357144488,0.3333333333333333,1,0
MER-01,Merit-based,CMER0100007,Neta,Avraham,Neta Avraham,Female,Rishon LeZion,Makif Zayin Rishon LeZion,Ono Academic College,23,0,Bachelor,72.2,80.7,65.3,66.8,0,0,0,0,0,0,0,0.11,61.4,none,0,1,-1.477565026922444,-0.3078132466198492,-0.6587387807106276,0.0,1,0
MER-01,Merit-based,CMER0100008,Yael,Sharabi,Yael Sharabi,Female,Haifa,Ironi Hey Haifa,The Open University of Israel,42,13,Bachelor,82.2,88.0,79.1,72.6,0,0,0,0,1,0,0,0.18,79.9,internal_source,0,1,-0.21476543393331968,0.6974116078390528,0.423758495307341,0.3023255813953488,1,0
MER-01,Merit-based,CMER0100009,Amit,Abutbul,Amit Abutbul,Male,Bat Yam,Ramot High School Bat Yam,Ono Academic College,38,15,Bachelor,83.7,76.3,78.8,64.6,0,0,0,0,0,0,0,0.12,76.3,none,0,1,-0.025345494984951027,-0.9137021999923391,-0.6471951884901227,0.38461538461538464,1,0
MER-01,Merit-based,CMER0100010,Lihi,Levi,Lihi Levi,Female,Haifa,Hogim High School,University of Haifa,29,4,Bachelor,83.2,78.4,92.7,99.0,1,0,0,1,1,1,0,0.49,84.5,legacy_referral,1,1,-0.08848547463440724,-0.6245279267918318,-0.46371519114460436,0.13333333333333333,1,1
MER-01,Merit-based,CMER0100011,Yael,Azoulay,Yael Azoulay,Female,Herzliya,Yovel High School Herzliya,Reichman University,40,12,Bachelor,72.8,70.3,68.9,49.6,0,0,0,0,0,0,1,0.01,64.1,referral,0,1,-1.4017970513430973,-1.7399144091366425,-1.638479201798579,0.2926829268292683,1,0
MER-01,Merit-based,CMER0100012,Omer,Avraham,Omer Avraham,Male,Haifa,Hogim High School,Technion,40,11,Doctorate,92.4,89.1,85.2,78.6,1,0,0,1,1,1,0,0.48,82.7,legacy_referral,0,1,1.0732901509155877,0.8488838461821743,0.9162057376021984,0.2682926829268293,1,1
MER-01,Merit-based,CMER0100013,Omer,Mizrahi,Omer Mizrahi,Male,Rishon LeZion,Ironi Gimel Rishon LeZion,Bar-Ilan University,29,6,Bachelor,84.0,93.2,100.0,95.2,1,0,0,0,0,0,0,0.13,90.2,referral,0,1,0.012538492804722348,1.4134621890974495,0.9931850802096313,0.2,1,1
MER-01,Merit-based,CMER0100014,Noam,Vaknin,Noam Vaknin,Male,Ramat Gan,Blich High School,Ono Academic College,23,0,Bachelor,88.5,83.3,73.2,88.3,0,0,0,0,0,0,0,0.17,72.2,none,0,1,0.5807983096498284,0.050212044009348124,0.20938792370149217,0.0,1,0
MER-01,Merit-based,CMER0100015,Yael,Sasson,Yael Sasson,Female,Haifa,The Hebrew Reali School,Technion,21,0,Bachelor,88.4,85.9,86.3,71.2,1,0,0,1,1,0,0,0.36,71.0,legacy_referral,0,1,0.5681703137199378,0.40823733463854744,0.4562172283629645,0.0,1,1
MER-01,Merit-based,CMER0100016,Yonatan,Friedman,Yonatan Friedman,Male,Jerusalem,Gymnasia Rehavia,,30,11,High School,79.4,,67.0,89.7,0,0,0,0,0,0,0,0.15,78.6,none,0,0,-0.5683493199702742,0.0,-0.5683493199702742,0.3548387096774194,1,0
MER-01,Merit-based,CMER0100017,Hila,Gabay,Hila Gabay,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Ono Academic College,29,6,Bachelor,81.1,82.8,61.7,75.2,0,0,0,0,0,0,0,0.15,68.4,none,0,1,-0.35367338916212443,-0.01863897341934382,-0.119149298142178,0.2,1,0
MER-01,Merit-based,CMER0100018,Maya,Nasser,Maya Nasser,Female,Haifa,Hogim High School,University of Haifa,27,1,Bachelor,73.5,72.1,72.8,50.7,1,0,0,1,1,0,0,0.39,57.4,legacy_referral,0,1,-1.3134010798338582,-1.492050746393352,-1.4384558464255037,0.03571428571428571,1,1
MER-01,Merit-based,CMER0100019,Moran,Mizrahi,Moran Mizrahi,Female,Beersheba,Makif Aleph Beersheba,The Open University of Israel,30,7,Bachelor,71.3,86.8,53.4,62.2,0,0,0,0,0,0,0,0.05,62.7,none,0,1,-1.5912169902914661,0.5321691660101917,-0.10484668088030563,0.22580645161290322,1,0
MER-01,Merit-based,CMER0100020,Shira,Amar,Shira Amar,Female,Haifa,The Hebrew Reali School,,31,10,High School,72.6,,81.4,66.5,0,0,0,0,1,0,0,0.12,73.0,internal_source,0,0,-1.4270530432028803,0.0,-1.4270530432028803,0.3125,1,0
MER-01,Merit-based,CMER0100021,Yael,Katz,Yael Katz,Female,Haifa,The Hebrew Reali School,University of Haifa,42,19,Bachelor,87.6,77.9,60.7,50.9,0,1,0,0,1,0,0,0.18,65.9,internal_source,0,1,0.4671463462808064,-0.6933789442205237,-0.34522135707012463,0.4418604651162791,1,1
MER-01,Merit-based,CMER0100022,Itay,Abutbul,Itay Abutbul,Male,Haifa,Hogim High School,,25,6,High School,77.1,,57.6,43.7,1,0,0,1,1,0,0,0.44,54.9,legacy_referral,0,0,-0.8587932263577742,0.0,-0.8587932263577742,0.23076923076923078,1,1
MER-01,Merit-based,CMER0100023,David,Turgeman,David Turgeman,Male,Holon,Kugel High School,Ono Academic College,34,10,Bachelor,74.9,74.9,82.4,75.4,1,0,0,0,0,0,0,0.24,76.9,referral,0,1,-1.1366091368153801,-1.1064850487926754,-1.1155222751994867,0.2857142857142857,1,1
MER-01,Merit-based,CMER0100024,Noam,Peretz,Noam Peretz,Male,Haifa,The Hebrew Reali School,The Open University of Israel,40,15,Master,93.1,78.4,73.2,79.6,0,0,0,1,1,1,0,0.38,80.2,legacy_referral,1,1,1.161686122424825,-0.6245279267918318,-0.08866371202683476,0.36585365853658536,1,0
MER-01,Merit-based,CMER0100025,Amit,Haddad,Amit Haddad,Female,Rishon LeZion,Gymnasia Realit Rishon LeZion,Ono Academic College,25,0,Bachelor,82.6,82.1,54.4,65.7,0,0,0,0,0,0,0,0.21,57.8,none,0,1,-0.1642534502137558,-0.11503039781951294,-0.12979731353778579,0.0,1,0
MER-01,Merit-based,CMER0100026,Gal,Ohayon,Gal Ohayon,Female,Eilat,Begin High School Eilat,The Open University of Israel,34,8,Master,76.5,82.6,67.3,74.0,0,0,0,0,0,0,0,0.16,71.4,none,0,1,-0.934561201937121,-0.046179380390820986,-0.312693926854711,0.22857142857142856,1,0
MER-01,Merit-based,CMER0100027,Yonatan,Swisa,Yonatan Swisa,Male,Haifa,Ironi Hey Haifa,University of Haifa,29,5,Bachelor,87.7,82.9,57.2,44.6,0,0,0,1,1,0,0,0.29,55.5,legacy_referral,0,1,0.47977434221069876,-0.004868769933604255,0.14052416370968662,0.16666666666666666,1,0
MER-01,Merit-based,CMER0100028,Yair,Levi,Yair Levi,Male,Haifa,Ironi Hey Haifa,,36,16,High School,83.8,,77.8,66.4,1,0,0,1,1,0,0,0.39,78.1,legacy_referral,0,0,-0.0127174990550605,0.0,-0.0127174990550605,0.43243243243243246,1,1
MER-01,Merit-based,CMER0100029,Amit,Ben-Ami,Amit Ben-Ami,Female,Beersheba,Makif Aleph Beersheba,Ben-Gurion University of the Negev,34,10,Bachelor,80.4,85.5,71.9,71.2,0,0,0,0,0,0,0,0.04,74.1,none,0,1,-0.4420693606713617,0.35315652069559306,0.1145887562855066,0.2857142857142857,1,0
MER-01,Merit-based,CMER0100030,Roee,Cohen,Roee Cohen,Male,Jerusalem,Leyada High School,The Open University of Israel,36,13,Bachelor,82.5,84.7,82.3,79.2,0,0,0,0,0,0,0,0.03,82.6,none,0,1,-0.17688144614364631,0.24299489280968636,0.11703199112368656,0.35135135135135137,1,0
MER-01,Merit-based,CMER0100031,Daniel,Cohen,Daniel Cohen,Male,Haifa,Hogim High School,,31,8,High School,91.3,,80.6,80.1,0,0,0,1,1,0,0,0.35,79.7,legacy_referral,0,0,0.9343821956867828,0.0,0.9343821956867828,0.25,1,0
MER-01,Merit-based,CMER0100032,Lior,Cohen,Lior Cohen,Male,Haifa,The Hebrew Reali School,The Open University of Israel,35,7,Bachelor,94.5,88.1,92.9,83.6,0,0,0,0,1,0,0,0.0,83.6,internal_source,0,1,1.338478065443303,0.7111818113247904,0.8993706875603442,0.19444444444444445,0,0
MER-01,Merit-based,CMER0100033,Yarden,Berkowitz,Yarden Berkowitz,Female,Ashdod,Makif Aleph Ashdod,Ben-Gurion University of the Negev,34,11,Bachelor,88.5,95.2,84.5,100.0,0,0,0,0,0,0,0,0.06,91.2,none,0,1,0.5807983096498284,1.6888662588122172,1.3564458740635004,0.3142857142857143,1,0
MER-01,Merit-based,CMER0100034,Moran,Shapiro,Moran Shapiro,Female,Netanya,Shapira High School Netanya,Tel Aviv University,34,9,Bachelor,77.2,85.2,84.4,78.7,0,0,0,0,0,0,0,0.12,80.0,none,0,1,-0.8461652304278819,0.3118459102383783,-0.03555743196149977,0.2571428571428571,1,0
